"id","speed","travel_time","status","data_as_of","link_id","link_points","encoded_poly_line","encoded_poly_line_lvls","owner","transcom_id","borough","link_name"
"170","45.36","83","0","2025-12-08T07:53:11.000","4616356","40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471","wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@","BBBBBBB","NYC_DOT_LIC","4616356","Queens","Belt Pkwy W 182nd St - JFK Expressway"
"171","7.45","1626","0","2025-12-08T07:53:11.000","4616357","40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666","avewFpljaM\\\\|@hR???fDOlFu@dI??D\\\\|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC\\\\|@u]bNwd@jTwQfI{K`GkPxHqPlG","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616357","Queens","Belt Pkwy W JFK Expressway - VWE N Jamaica Ave"
"315","25.47","196","0","2025-12-08T07:53:11.000","4616364","40.73744001,-73.85188001  40.737015,-73.85373001  40.73673,-73.85543001  40.736526,-73.85631001  40.735335,-73.86033  40.73384,-73.86514001  40.732064,-73.87065001  40.731755,-73.87178  40.730294,-73.87656001  40.72977,-73.87796","_pswFfewaMtApJv@rIh@nDlFbXhH`]bJla@\\\\|@`FbHz\fBvG","BBBBBBBBBB","NYC_DOT_LIC","4616364","Queens","LIE W 108TH ST - 84TH ST"
"311","0","0","-101","2025-12-08T07:53:06.000","4362342","40.72966,-73.87775 40.730165,-73.87643 40.7304,-73.87567 40.73241,-73.86913001 40.734285,-73.86321001 40.735045,-73.86054 40.73563,-73.85867 40.736584,-73.85531 40.736944,-73.85327001 40.737285,-73.85184001","k_rwF\\\\|f\\\\|aMcBgGo@wCqK{g@uJ_d@wCuOuBuJ}D_TgAwKcA}G","BBBBBBBBBB","NYC_DOT_LIC","4362342","Queens","LIE E 84TH ST - 108TH ST"
"324","1.86","2427","-101","2025-12-08T07:53:06.000","4329473","40.7578106,-73.996801 40.7604506,-74.003221 40.762021,-74.00705 40.76621,-74.01712","iowwF~nsbMoObg@yH\\\\|VeY\\\\|}@","BBBB","PA -Lincoln Tunnel","4329473","Manhattan","LINCOLN TUNNEL E CENTER TUBE NJ - NY"
"349","0","0","-101","2025-12-08T07:53:06.000","4329499","40.6309004,-74.14569 40.63259,-74.145531 40.6343505,-74.145131 40.6352905,-74.144911 40.6395205,-74.143161 40.64452,-74.141111 40.64672,-74.140171 40.6474905,-74.13978 40.65243,-74.136261 40.6532706,-74.13549 40.65375,-74.13476 40.654011,-74.134041 40.654","cv~vFpqpcMqI_@_JoA{Dk@mY}Ig^yKwL{DyCmA{]_UgDyC_BqCs@oCUuBGkCDqDf@wYSgI]sDsAgIaByGcFuM","BBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4329499","Staten Island","MLK N WALKER STREET - NJ ROUTE 169"
"211","42.87","385","0","2025-12-08T07:53:06.000","4362250","40.78795,-73.790191 40.78647,-73.78812 40.7862104,-73.787781 40.78587,-73.787381 40.7854106,-73.786931 40.7846506,-73.786261 40.7843806,-73.786071 40.78327,-73.78547 40.78266,-73.785271 40.7795604,-73.78463 40.77606,-73.78439 40.77373,-73.78426 40.77273,-","uk}wFtckaMfH}Kr@cAbAoAzAyAvCeCt@e@\\\\|EwBxBg@jR_CzTo@pMYfEi@jCk@de@}RbReIrLyEve@sJxMmDb[iL\\\\|CwApFkCfAuAPaDcBkKc@uD","BBBBBBBBBBBBBBBBBBBBBBBBBB","NYC-DOT-Region 10","4362250","Queens","CVE NB GCP - WILLETS PT BLVD"
"213","0","0","-101","2025-12-08T07:53:06.000","4456450","40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972","i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@\\\\|@\xBrA~@z@dBnD","BBBBBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456450","Manhattan","FDR N - TBB E 116TH STREET - MANHATTAN TRUSS"
"395","10.56","760","0","2025-12-08T07:53:06.000","4456476","40.7723,-73.91983 40.7738304,-73.92197 40.77443,-73.92261 40.77546,-73.92346 40.7783806,-73.925631 40.78103,-73.927631 40.78363,-73.929611 40.784271,-73.92989 40.7851,-73.929971 40.7858105,-73.929841 40.78629,-73.929601 40.786801,-73.92923 40.78799,-73.92","{izwF\\\\|mdbMqHjLwB~BmEhDgQpLqOnKgOjK_Cv@eDNmCY_Bo@eBiAmFsEyJkIcPmM_D}DcAkAiG}HsBwB{CqDcAg@_AFi@Ve@\\\\|@]hBMjBs@zD_AnDgD`KcDhKeEpMs@vAqAlB{AnE","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456476","Queens","TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN"
"347","21.12","328","0","2025-12-08T07:53:06.000","4456477","40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926","mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFmDgDwE{DiJyHqDkCsGmE{DsCwCmByGoE}AcAmAo@","BBBBBBBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456477","Queens","MDE S TBB EXIT RAMP - QUEENS ANCHORAGE"
"141","21.74","317","0","2025-12-08T07:53:06.000","4456478","40.772251,-73.919891 40.77391,-73.9222 40.77474,-73.92301 40.77647,-73.92431 40.7783606,-73.925761 40.7810205,-73.92776 40.78372,-73.92982 40.7842205,-73.93002 40.78477,-73.93011 40.78549,-73.930051 40.7860304,-73.92985 40.7866206,-73.929511 40.7883206,-7","qizwFhndbMkIlMeD`DyIbGyJ`HsOnK{OzKcBf@mBPoCKkBg@uBcAsIiHgGgFuFaEiGoFqMaLmGmFcFsDcHyE{ByA{EcDqGoEeAo@}@e@","BBBBBBBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456478","Queens","BE S TBB EXIT RAMP - QUEENS ANCHORAGE"
"140","7.45","351","0","2025-12-08T07:53:06.000","4456479","40.79789,-73.91988 40.79771,-73.92004 40.79758,-73.92022 40.7974704,-73.92059 40.797501,-73.92109 40.79766,-73.92165 40.79811,-73.922631 40.79834,-73.922991 40.79872,-73.92381 40.799091,-73.924681 40.7993305,-73.92524 40.7999805,-73.926881 40.80096,-73.92","yi_xFfndbMb@^Xb@ThAEbB_@nByAbEm@fAkAbDiAlDo@nBaCfIcEfMkBnGeAhD","BBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456479","Queens","BE S TBB EXIT RAMP - MANHATTAN LIFT SPAN"
"398","24.23","308","0","2025-12-08T07:53:06.000","4456481","40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926","mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFuDsCcAaAkOgJaBc@{Bn@w@~@u@hAi@pAiFvMoCnHqD~Kk@xCYtCmA\\\\|D","BBBBBBBBBBBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456481","Queens","TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE"
"202","49.7","44","0","2025-12-08T07:53:06.000","4456483","40.789536,-73.78631 40.7894,-73.78765 40.788976,-73.78955 40.78896,-73.79011001 40.789124,-73.79086001 40.78927,-73.79118001 40.789536,-73.79157001 40.78996,-73.79196 40.790714,-73.79246 40.790714,-73.79246 40.7911,-73.79267 40.791976,-73.793 40.792916,-7","qu}wFlkjaMXjGtAzJ@nB_@tC]~@s@lAuAlAuCbB??mAh@mD`A{Dh@kDJ}F?ePM","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4456483","Queens","CIP N ramp to TNB - TNB Queens Anchorage"
"445","0","0","-101","2025-12-08T07:53:06.000","4456494","40.7262006,-74.01112 40.7252805,-74.01128 40.7218105,-74.011981 40.7195505,-74.012471 40.71654,-74.013231 40.714451,-74.01376 40.71251,-74.01429 40.7108405,-74.014721 40.7086904,-74.01542 40.7079305,-74.01572 40.7072,-74.01598","wiqwFnhvbMvD^xb@lFxQvCrb@hHlLjChHnBPgBh@gA\\\\|@WzANnDv@\\\\|Cl@\\\\|ATvBT`E?fFKzD{@zDcAvC}@dD}@zFaBtF}AtF{ApH}DnIqEnOcI~McHxLeGlHcCjHeF","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4456494","Manhattan","West St S Spring St - BBT Manhattan Portal outbound"
"168","45.98","94","0","2025-12-08T07:53:06.000","4456496","40.814761,-73.83668 40.81354,-73.83659 40.8130504,-73.8365 40.8124505,-73.83638 40.8118404,-73.836121 40.8111,-73.83562 40.8049306,-73.831821 40.79925,-73.828251","gsbxFfftaMrFQ`BQvBWxBs@rCcBpe@wVnb@iU","BBBBBBBB","NYC_DOT_LIC","4456496","Bronx","BWB S Toll Plaza - Queens Anchorage"
"164","36.66","118","0","2025-12-08T07:53:06.000","4456497","40.79932,-73.82809 40.8006,-73.82895 40.8047004,-73.83146 40.8114405,-73.83571 40.8120204,-73.836031 40.8124904,-73.836211 40.8128505,-73.836261 40.8148205,-73.83629","wr_xFppraM_GjDsXtNci@pYsB~@}Ab@gAHiKD","BBBBBBBB","NYC_DOT_LIC","4456497","Queens","BWB N Queens Anchorage - Toll Plaza"
"298","0","0","-101","2025-12-08T07:53:06.000","4456498","40.8251205,-73.83637 40.82442,-73.83629 40.82285,-73.836221 40.8214506,-73.836211 40.8189206,-73.83636 40.81526,-73.83669 40.81479,-73.83668","_tdxFhdtaMjCOxHMvGAxN\zU`A\\\\|AA","BBBBBBB","NYC_DOT_LIC","4456498","Bronx","HRP S Lafayette Ave - BWB S Toll Plaza"
"451","0","0","-101","2025-12-08T07:53:06.000","4456500","40.7712605,-73.833311 40.7727804,-73.83087 40.77333,-73.83015 40.7742104,-73.829271 40.77584,-73.82814 40.77868,-73.82651 40.78087,-73.82537 40.7818904,-73.824941 40.78298,-73.824621 40.7870604,-73.82379 40.7881605,-73.82321 40.78889,-73.822701 40.78929,-","kczwFdqsaMoHgNmBoCoDoDeIaFwPeIuLcFkEuAyE_AoXeD{EsBqCeBoA_@kCQeBJwCr@aA`@oXtOyUlN","BBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4456500","Queens","Whitestone Expwy N Exit 14 (Linden Pl) - BWB N Queens Anchorage"
"124","33.55","211","0","2025-12-08T07:53:06.000","4456501","40.68036,-74.00441001 40.6822,-74.0057201 40.6837,-74.006440 40.68563,-74.00757 40.6941205,-74.01288001 40.7002801,-74.01529001 40.70121,-74.0156 40.703434,-74.0156101 40.70499,-74.01519 40.70609,-74.01468","gkhwFp~tbMoJdGkHnCaK`Fat@d`@oe@`NyD\\\\|@{L@wHsA{EeB","BBBBBBBBBB","MTA Bridges & Tunnels","4456501","Manhattan","BBT W Toll Plaza - Manhattan Portal"
"119","36.66","194","0","2025-12-08T07:53:06.000","4456502","40.70631,-74.01501 40.705380,-74.01528 40.70496,-74.01546 40.70374,-74.01574001 40.70304,-74.01582 40.70126,-74.01574 40.70026,-74.01541 40.69408,-74.01304 40.68556,-74.00779 40.68363,-74.00668 40.68213,-74.00602 40.681160,-74.005320 40.6798,-74.00416","mmmwFx`wbMxDt@rAb@rFv@jCNbJOfEaAre@yMft@y_@`K}EjHcC`EkCnGgF","BBBBBBBBBBBBB","MTA Bridges & Tunnels","4456502","Manhattan","BBT E Manhattan Portal - Toll Plaza"
"402","46.6","140","0","2025-12-08T07:53:06.000","4456505","40.797815,-73.79321 40.80218,-73.79324001 40.807614,-73.79345 40.809816,-73.79345 40.811155,-73.79365 40.81224,-73.79403 40.813344,-73.79468 40.81418,-73.79534001 40.814734,-73.79586 40.81535,-73.79655001 40.816125,-73.79772001 40.81662,-73.79872 40.81722","ii_xFnvkaMiZF}`@h@wL?kGf@yEjA{E`CgDbCmBfB{BhCyChFcBfEwBlH_AnG{@bK","BBBBBBBBBBBBBBB","NYC_DOT_LIC","4456505","Queens","TNB N Queens Anchorage - Toll Plaza"
"406","42.25","156","0","2025-12-08T07:53:06.000","4456506","40.81763,-73.80362001 40.817516,-73.80261 40.817226,-73.80083 40.81692,-73.79984 40.81633,-73.79839001 40.815835,-73.79751 40.815185,-73.79659001 40.81439,-73.79573 40.81353,-73.79503001 40.81242,-73.79433 40.81186,-73.79407 40.81112,-73.79382001 40.81,-7","eecxFrwmaMViEx@cJz@eEtBaHbBoD`CwD\\\\|CkDjDkC\\\\|EkCnBs@rCq@~Eg@fy@m@\\\\|P?","BBBBBBBBBBBBBBB","NYC_DOT_LIC","4456506","Queens","TNB S Toll Plaza - Queens Anchorage"
"365","21.12","259","0","2025-12-08T07:53:06.000","4456510","40.741534,-73.95406001  40.7415,-73.95491001  40.742526,-73.95976  40.743125,-73.96152001  40.745436,-73.96631001  40.746234,-73.96946001  40.745835,-73.97259001  40.74598,-73.97347  40.746704,-73.97515","qitwFzckbMDhDkEh]wB~ImM\\\\|\_DtRnApR]nDoCnI","BBBBBBBBB","NYC_DOT_LIC","4456510","Queens","QMT W Toll Plaza - Manhattan Side"
"364","17.39","310","0","2025-12-08T07:53:06.000","4456511","40.745726,-73.97359 40.745616,-73.97305 40.745616,-73.97264001 40.746054,-73.96949001 40.74586,-73.96844 40.745365,-73.96643 40.74304,-73.96157001 40.74244,-73.95983001 40.742185,-73.95887 40.74143,-73.95491001 40.74136,-73.95378001","wcuwF\\\\|}nbMTkB?qAwAuRd@qEbBqKnMk]vB{Ir@_EtCwWLaF","BBBBBBBBBBB","NYC_DOT_LIC","4456511","Manhattan","QMT E Manhattan Side - Toll Plaza"
"394","30.44","226","0","2025-12-08T07:53:06.000","4616225","40.7723304,-73.91979 40.77384,-73.92192 40.77445,-73.922581 40.7754706,-73.923431 40.7784005,-73.92561 40.7810604,-73.927591 40.7836405,-73.929571 40.7843,-73.92986 40.7851,-73.929921 40.7858105,-73.929781 40.78627,-73.92955 40.78674,-73.92923 40.7879605,","ajzwFtmdbMmHhLyBbCkEhDiQrLsOjKcOjKcCx@_DJmC[{Am@}A_AsFyEsJkIgPkM{BiBuDiDkFiF{DsCuDaCqC_BqEuDeUwOcAkA","BBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616225","Queens","TBB N QUEENS ANCHORAGE - BE N"
"417","0","0","-101","2025-12-08T07:53:06.000","4763649","40.60414,-74.052411 40.60479,-74.050351 40.6075304,-74.041891 40.6081,-74.040011 40.6083804,-74.03924","{nyvFpj~bMaC{KcP{s@qBwJw@yC","BBBBB","Verrazano-Narrows-Bridge","4763649","Brooklyn","VNB W BROOKLYN GANTRY UPPER LEVEL - SI GANTRY UPPER LEVEL"
"411","0","0","-101","2025-12-08T07:53:06.000","4763652","40.6040405,-74.052321 40.6047,-74.050301 40.60743,-74.041851 40.608031,-74.03998 40.6082705,-74.039211","gnyvF~i~bMcCsKaPys@wBuJo@yC","BBBBB","Verrazano-Narrows-Bridge","4763652","Brooklyn","VNB E SI GANTRY UPPER LEVEL - BROOKLYN GANTRY UPPER LEVEL"
"264","0","0","-101","2025-12-08T07:53:06.000","4763655","40.6083804,-74.039301 40.6107105,-74.03202 40.6110506,-74.03144 40.611501,-74.03094 40.61272,-74.02992 40.6134404,-74.02892 40.6142306,-74.02803 40.6163106,-74.02624","kizvFrx{bMqMol@cAsByAcBsFkEoCgE}CqD_LeJ","BBBBBBBB","Verrazano-Narrows-Bridge","4763655","Brooklyn","GOW S VNB W 92ND STREET - BKLYN GANTRY UPPER LEVEL"
"263","0","0","-101","2025-12-08T07:53:06.000","4763657","40.60846,-74.03933 40.6107805,-74.03207 40.6111,-74.03154 40.6115804,-74.031051 40.6127904,-74.030031 40.6137105,-74.02903 40.614411,-74.028201 40.6163504,-74.02639","{izvFxx{bMoMkl@_AiB_BaBqFkEwDgEkCeDcKiJ","BBBBBBBB","Verrazano-Narrows-Bridge","4763657","Brooklyn","GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL"
"381","0","0","-101","2025-12-08T07:53:03.000","4616194","40.608031,-74.13212 40.60759,-74.1409","egzvFt\\\\|mcMvA\\\\|u@","BB","NYC_DOT_LIC","4616194","Staten Island","SIE E WOOLEY AVENUE - BRADLEY AVENUE"
"325","0","0","-101","2025-12-08T07:53:03.000","4329472","40.75829,-73.997531 40.7605,-74.0032 40.7620605,-74.007021 40.7662905,-74.01706","irwwFpssbMyLlb@wHzVmYv}@","BBBB","PA -Lincoln Tunnel","4329472","Manhattan","LINCOLN TUNNEL E SOUTH TUBE - NJ - NY"
"330","34.79","144","0","2025-12-08T07:53:03.000","4329507","40.75719,-73.99724 40.76017,-74.00382 40.76185,-74.00725 40.76608,-74.01726","mkwwFvqsbMsQbh@oIlTmYp}@","BBBB","PA -Lincoln Tunnel","4329507","Manhattan","LINCOLN TUNNEL W NORTH TUBE NY - NJ"
"329","0","0","-101","2025-12-08T07:53:03.000","4329508","40.75766,-73.99687 40.7604,-74.00328 40.76197,-74.0071 40.76615,-74.01717","knwwFlosbMcP`g@yHzVcY\\\\|}@","BBBB","PA -Lincoln Tunnel","4329508","Manhattan","LINCOLN TUNNEL W CENTER TUBE NY - NJ"
"212","48.46","225","0","2025-12-08T07:53:03.000","4362244","40.78802,-73.79003 40.7868604,-73.78838 40.7863506,-73.787771 40.7854504,-73.786831 40.78502,-73.786481 40.7848004,-73.78632 40.7844005,-73.78601 40.7837704,-73.785671 40.7831705,-73.78538 40.78264,-73.7852 40.7817,-73.78497 40.78116,-73.78489 40.78058,-7","cl}wFtbkaMfFiIdByBrD{DtAeAj@_@nA}@\\\\|BcAvBy@hBc@zDm@jBOrBY\\\\|C_@f@EpHk@\\\\|Is@????bIOrGa@xHcBvFyBtImDzHgDtBcAtCoApCgAbEqA~QuHxGqDbCUbCRjEcApEy@jGeAtEi@dBg@t@SdRyGzHwC\\\\|IcDbKuDdLeEnM}ExOwFzRsHnCoArGeEtOaQjGqMbCoJ\\\\|@{GDuIe@Sf","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC-DOT-Region 10","4362244","Queens","CVE NB LIE - WILLETS PT BLVD"
"319","20.5","469","0","2025-12-08T07:53:03.000","4362251","40.7537504,-73.744391 40.75605,-73.740851 40.7576705,-73.738391 40.7591904,-73.735841 40.7596604,-73.734851 40.75999,-73.73388 40.7607206,-73.73196 40.76113,-73.731051 40.76178,-73.72999 40.76274,-73.72851 40.7633104,-73.727421 40.7638,-73.72609 40.76408,","}uvwFlebaMkMcUcIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE","BBBBBBBBBBBBBB","NYC-DOT-Region 10","4362251","Queens","LIE WB LITTLE NECK PKWY - NB CVE"
"405","47.22","56","0","2025-12-08T07:53:03.000","4362314","40.79782,-73.79339 40.793425,-73.79344 40.792794,-73.79337001 40.792,-73.79318 40.79086,-73.79276 40.79086,-73.79276 40.7901,-73.79252001 40.788326,-73.79229001 40.788055,-73.79212001 40.78792001,-73.79197 40.78779,-73.79155 40.78775,-73.79135001 40.78776","ki_xFtwkaMnZH\\\\|BM\\\\|Ce@bFsA??vCo@bJm@t@a@X]XsAFg@Aq@OgAkFgPw@wI","BBBBBBBBBBBBBBBB","NYC_DOT_LIC","4362314","Queens","TNB S Qns Anchorage - CIP S @ TNB"
"399","6.21","373","0","2025-12-08T07:53:03.000","4456452","40.8011005,-73.92846 40.80151,-73.93066 40.8014,-73.93111 40.8012304,-73.93129 40.80096,-73.93141 40.8007405,-73.93133 40.800501,-73.93106 40.80026,-73.93057 40.81,-73.93002 40.7997606,-73.92972 40.7994205,-73.929511 40.79901,-73.92945 40.79771,-73.929341","{}_xFzcfbMqAvLTxA`@b@t@Vj@On@u@n@aBp@mBp@{@bAi@pAKbGUjCErBTvBf@dB\\\\|@rAdAf@v@tAnC","BBBBBBBBBBBBBBBBBBBB","MTA Bridges & Tunnels","4456452","Manhattan","TBB W - FDR S MANHATTAN TRUSS - E116TH STREET"
"350","48.46","171","0","2025-12-08T07:53:03.000","4616196","40.63092,-74.14592 40.62975,-74.14593 40.62877,-74.14579 40.6279506,-74.145671 40.62713,-74.145681 40.62637,-74.14586 40.6254205,-74.14618 40.6247506,-74.146381 40.6241006,-74.146661 40.6234004,-74.14704 40.6226006,-74.147501 40.6217506,-74.148181 40.6208","gv~vF~rpcMhF@bE[bDWbD@vCb@\\\\|D~@dCf@`Cv@jCjA~CzAhDfCrDjDfJ~IhDhDxB~AlDlBdEdArDp@jC\\\\|BjGvEtBjArCC\\\\|BmAtA_Cj@gDXgI^mCnBkD`AiC","BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB","NYC_DOT_LIC","4616196","Staten Island","MLK S - SIE E WALKER STREET - WOOLEY AVENUE"
"435","30.44","199","0","2025-12-08T07:53:03.000","4616198","40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711","kx\\\\|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M","BBBBBBBBBB","NYC_DOT_LIC","4616198","Staten Island","WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE"
"384","25.47","275","0","2025-12-08T07:53:03.000","4616199","40.60213,-74.187981 40.60504,-74.185 40.60687,-74.183601 40.6098,-74.181981 40.6157705,-74.17837 40.61719,-74.177821 40.61921,-74.177141 40.620791,-74.175571 40.62154,-74.174191 40.6218804,-74.17309 40.6220405,-74.17158 40.62189,-74.17091 40.6211906,-74.1","ibyvFzyxcMeQsQmJwGiQcIid@qU{GmBsKgC{HyHuCsGcA{E_@mH\eCjCoLaCxK","BBBBBBBBBBBBBB","NYC_DOT_LIC","4616199","Staten Island","SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE"
"439","52.81","54","0","2025-12-08T07:53:03.000","4616200","40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981","yvvvFv\\\\|ycMoGG_PkDuYmIsGiDaIwGsCwC","BBBBBBB","NYC_DOT_LIC","4616200","Staten Island","WSE S SOUTH AVENUE - VICTORY BOULEVARD"
"441","60.27","130","0","2025-12-08T07:53:03.000","4616201","40.56058,-74.199581 40.568141,-74.192011 40.5700804,-74.190751 40.571991,-74.19015 40.5737105,-74.190041 40.5751205,-74.19029 40.5763306,-74.190571 40.5777,-74.19088 40.5899804,-74.19356","s~pvFjb{cMgn@in@cK{F}JwBwIUyGp@qFv@qG\\\\|@wkAvO","BBBBBBBBB","NYC_DOT_LIC","4616201","Staten Island","WSE S VICTORY BOULEVARD - ARDEN AVENUE"
"436","62.75","82","0","2025-12-08T07:53:03.000","4616202","40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.","s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\t@`DpC~JpCnHpBhE\\\\|DlGnEbGxDxDzMdL","BBBBBBBBBBBBBB","NYC_DOT_LIC","4616202","Staten Island","WSE S ARDEN AVENUE - BLOOMINGDALE ROAD"
"437","0","0","-101","2025-12-08T07:53:03.000","4616203","40.52581,-74.23039 40.52593,-74.228371 40.52611,-74.22745 40.52653,-74.226761 40.5271204,-74.226401 40.529101,-74.22574 40.5309504,-74.22432 40.53188,-74.22409 40.536891,-74.22458 40.5388504,-74.2245 40.5418,-74.22405 40.54379,-74.22338 40.54589,-74.22241","iejvF\\\\|badMWsKc@wDsAiCuBgAkKcCqJ{GyDm@i^`BgKOmQyAmKeCcLaE{FoCcHmE","BBBBBBBBBBBBBBB","NYC_DOT_LIC","4616203","Staten Island","WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE"
"385","41.01","34","0","2025-12-08T07:53:03.000","4616208","40.6077805,-74.14091 40.60826,-74.132101","sezvFtsocM_Bav@","BB","NYC_DOT_LIC","4616208","Staten Island","SIE W BRADLEY AVENUE - WOOLEY AVENUE"
"434","57.16","56","0","2025-12-08T07:53:03.000","4616212","40.6020904,-74.1877 40.600331,-74.18943 40.59783,-74.19099 40.592071,-74.193131 40.5907404,-74.19333 40.5902,-74.19332","abyvFbxxcM~IxIrNvH~b@jLhGf@jBA","BBBBBB","NYC_DOT_LIC","4616212","Staten Island","WSE N VICTORY BLVD - SOUTH AVENUE"
"430","42.25","186","0","2025-12-08T07:53:03.000","4616213","40.5902,-74.19332 40.57748,-74.19046 40.57623,-74.190181 40.5742005,-74.1898 40.57251,-74.189821 40.57162,-74.18998 40.5703306,-74.190391 40.56777,-74.192011 40.5604,-74.19941","wwvvFf{ycMnnA{PxFw@tKkApIBpD^`GpA~NbI`m@fm@","BBBBBBBBB","NYC_DOT_LIC","4616213","Staten Island","WSE N ARDEN AVENUE - VICTORY BLVD"
"431","23.61","209","0","2025-12-08T07:53:03.000","4616214","40.56042,-74.199391 40.55924,-74.20076 40.5585105,-74.20184 40.5579004,-74.203061 40.5571906,-74.204851 40.55606,-74.20935 40.5557304,-74.210451 40.55519,-74.21191 40.554441,-74.21348 40.55369,-74.214801 40.552851,-74.216101 40.5518206,-74.217341 40.55086","s}pvFda{cMjFpGpCvExBrFlCdJ`Fb[`AzEjBbHtCxHtCfGfDbGlEvF~DlE\\\\|NvL","BBBBBBBBBBBBBB","NYC_DOT_LIC","4616214","Staten Island","WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE"
"433","0","0","-101","2025-12-08T07:53:03.000","4616215","40.52561,-74.23039 40.5258705,-74.22618 40.5263604,-74.22336 40.52734,-74.22338 40.5371,-74.2243 40.53931,-74.22418 40.5407805,-74.223981 40.54437,-74.22283 40.5466005,-74.22172 40.54831,-74.22059","adjvF\\\\|badMs@iYaBsPcEB_\\\\|@vDyLWeHg@mUeF}L}EuIaF","BBBBBBBBBB","NYC_DOT_LIC","4616215","Staten Island","WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD"
"383","52.81","142","0","2025-12-08T07:53:03.000","4616217","40.6167105,-74.15242 40.61572,-74.15276 40.6148106,-74.152971 40.6140506,-74.15282 40.61301,-74.15227 40.61034,-74.150871 40.6096,-74.150101","m}{vFr{qcMdEbAtDh@vC]nEmBtOwGrCyC","BBBBBBB","NYC_DOT_LIC","4616217","Staten Island","SIE W - MLK N WOOLEY AVENUE - WLAKER STREET"
